module,path,layer,component,incoming,outgoing,dependency_score,ownership_score,duplicate_group,duplicate_count,recommendation,status
delbot_platform.knowledge.hydration.citation,delbot_platform/knowledge/hydration/citation.py,knowledge,module,0,0,8,3,citation,4,MERGE,MERGE
delbot_platform.knowledge.hydration.local,delbot_platform/knowledge/hydration/local.py,knowledge,module,0,0,8,3,local,5,MERGE,MERGE
delbot_platform.knowledge.models.repository,delbot_platform/knowledge/models/repository.py,knowledge,module,1,0,18,4,repository,6,MERGE,MERGE
delbot_platform.knowledge.rag.citation_builder,delbot_platform/knowledge/rag/citation_builder.py,knowledge,builder,0,0,8,3,citation,4,MERGE,MERGE
delbot_platform.knowledge.reranking.gateway,delbot_platform/knowledge/reranking/gateway.py,knowledge,module,1,0,12,5,gateway,5,MERGE,MERGE
delbot_platform.knowledge.reranking.local,delbot_platform/knowledge/reranking/local.py,knowledge,module,0,0,8,3,local,5,MERGE,MERGE
delbot_platform.orchestrator.services.gateway,delbot_platform/orchestrator/services/gateway.py,orchestrator,module,0,0,12,5,gateway,5,MERGE,MERGE
.backup.stage_4_24.gateway,.backup/stage_4_24/gateway.py,other,module,0,0,12,5,gateway,5,MERGE,MERGE
delbot_platform.research.llm.chat_client,delbot_platform/research/llm/chat_client.py,research,module,0,0,8,2,chat,5,MERGE,MERGE
delbot_platform.research.llm.client,delbot_platform/research/llm/client.py,research,module,0,0,8,3,client,3,MERGE,MERGE
delbot_platform.research.models.citation,delbot_platform/research/models/citation.py,research,module,4,0,8,3,citation,4,MERGE,MERGE
delbot_platform.vectorstore.qdrant.client,delbot_platform/vectorstore/qdrant/client.py,vectorstore,module,1,0,8,3,client,3,MERGE,MERGE
delbot_platform.vectorstore.qdrant.repository,delbot_platform/vectorstore/qdrant/repository.py,vectorstore,module,0,0,18,4,repository,6,MERGE,MERGE
delbot_platform.ai.client.embedding_client,delbot_platform/ai/client/embedding_client.py,ai,module,4,0,26,4,embedding,9,REVIEW,REVIEW
delbot_platform.ai.embedding.embedding_builder,delbot_platform/ai/embedding/embedding_builder.py,ai,builder,0,0,26,4,embedding,9,REVIEW,REVIEW
delbot_platform.ai.embedding.embedding_service,delbot_platform/ai/embedding/embedding_service.py,ai,service,0,0,26,4,embedding,9,REVIEW,REVIEW
delbot_platform.api.research,delbot_platform/api/research.py,api,module,0,0,20,3,research,6,REVIEW,REVIEW
delbot_platform.api.routers.document,delbot_platform/api/routers/document.py,api,module,2,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.api.routers.research,delbot_platform/api/routers/research.py,api,module,2,0,20,3,research,6,REVIEW,REVIEW
delbot_platform.api.routes.document,delbot_platform/api/routes/document.py,api,module,0,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.api.routes.research,delbot_platform/api/routes/research.py,api,module,1,0,20,3,research,6,REVIEW,REVIEW
delbot_platform.api.schemas.document,delbot_platform/api/schemas/document.py,api,module,1,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.api.schemas.research,delbot_platform/api/schemas/research.py,api,module,1,0,20,3,research,6,REVIEW,REVIEW
delbot_platform.document_intelligence.builder.document_builder,delbot_platform/document_intelligence/builder/document_builder.py,document_intelligence,builder,3,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.document_intelligence.loader.document_loader,delbot_platform/document_intelligence/loader/document_loader.py,document_intelligence,loader,2,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.document_intelligence.models.block,delbot_platform/document_intelligence/models/block.py,document_intelligence,module,4,0,28,2,block,3,REVIEW,REVIEW
delbot_platform.document_intelligence.parser.document_parser,delbot_platform/document_intelligence/parser/document_parser.py,document_intelligence,parser,2,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.document_intelligence.pipeline.document_pipeline,delbot_platform/document_intelligence/pipeline/document_pipeline.py,document_intelligence,pipeline,3,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.document_intelligence.processor.document_processor,delbot_platform/document_intelligence/processor/document_processor.py,document_intelligence,module,2,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.documents.extraction.block,delbot_platform/documents/extraction/block.py,documents,module,2,0,28,2,block,3,REVIEW,REVIEW
delbot_platform.documents.metadata.builder.document,delbot_platform/documents/metadata/builder/document.py,documents,module,2,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.documents.models.block,delbot_platform/documents/models/block.py,documents,module,8,0,28,2,block,3,REVIEW,REVIEW
delbot_platform.documents.models.document,delbot_platform/documents/models/document.py,documents,module,2,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.documents.models.document_chunk,delbot_platform/documents/models/document_chunk.py,documents,module,8,0,20,2,document_chunk,2,REVIEW,REVIEW
delbot_platform.documents.registry.document,delbot_platform/documents/registry/document.py,documents,module,7,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.gateway.mapper.embedding,delbot_platform/gateway/mapper/embedding.py,gateway,module,2,0,26,4,embedding,9,REVIEW,REVIEW
delbot_platform.gateway.openai.embedding,delbot_platform/gateway/openai/embedding.py,gateway,module,2,0,26,4,embedding,9,REVIEW,REVIEW
delbot_platform.gateway.response,delbot_platform/gateway/response.py,gateway,module,2,0,20,2,response,4,REVIEW,REVIEW
delbot_platform.gateway.routers.embedding,delbot_platform/gateway/routers/embedding.py,gateway,module,1,0,26,4,embedding,9,REVIEW,REVIEW
delbot_platform.gateway.routers.research,delbot_platform/gateway/routers/research.py,gateway,module,1,0,20,3,research,6,REVIEW,REVIEW
delbot_platform.gateway.routers.v1.embedding,delbot_platform/gateway/routers/v1/embedding.py,gateway,module,0,0,26,4,embedding,9,REVIEW,REVIEW
delbot_platform.knowledge.graph.graph_builder,delbot_platform/knowledge/graph/graph_builder.py,knowledge,builder,1,0,20,2,graph,2,REVIEW,REVIEW
delbot_platform.knowledge.models.document,delbot_platform/knowledge/models/document.py,knowledge,module,3,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.knowledge.models.document_chunk,delbot_platform/knowledge/models/document_chunk.py,knowledge,module,2,0,20,2,document_chunk,2,REVIEW,REVIEW
delbot_platform.knowledge.rag.llm.response,delbot_platform/knowledge/rag/llm/response.py,knowledge,module,1,0,20,2,response,4,REVIEW,REVIEW
delbot_platform.knowledge.rag.models.response,delbot_platform/knowledge/rag/models/response.py,knowledge,module,4,0,20,2,response,4,REVIEW,REVIEW
delbot_platform.knowledge.rag.research.response,delbot_platform/knowledge/rag/research/response.py,knowledge,module,3,0,20,2,response,4,REVIEW,REVIEW
delbot_platform.knowledge.reranking.result,delbot_platform/knowledge/reranking/result.py,knowledge,module,8,0,24,3,result,4,REVIEW,REVIEW
delbot_platform.knowledge.retrieval.result,delbot_platform/knowledge/retrieval/result.py,knowledge,module,3,0,24,3,result,4,REVIEW,REVIEW
delbot_platform.orchestrator.services.embedding,delbot_platform/orchestrator/services/embedding.py,orchestrator,module,0,0,26,4,embedding,9,REVIEW,REVIEW
tools.architecture.graph,tools/architecture/graph.py,other,module,9,0,20,2,graph,2,REVIEW,REVIEW
delbot_platform.repository.download.result,delbot_platform/repository/download/result.py,repository,module,1,0,24,3,result,4,REVIEW,REVIEW
delbot_platform.repository.integration.document_loader,delbot_platform/repository/integration/document_loader.py,repository,loader,1,0,60,5,document,13,REVIEW,REVIEW
delbot_platform.research.models.embedding,delbot_platform/research/models/embedding.py,research,module,4,0,26,4,embedding,9,REVIEW,REVIEW
delbot_platform.research.research_engine,delbot_platform/research/research_engine.py,research,module,5,0,20,3,research,6,REVIEW,REVIEW
delbot_platform.workflows.repository.models.result,delbot_platform/workflows/repository/models/result.py,workflows,module,0,0,24,3,result,4,REVIEW,REVIEW
